Date,Open,High,Low,Close,Volume,Net Turnover,Market Cap
2015-03-16,1292.6,1305.0,1276.0,1281.15,1556296,2007532.29,501877.69
2015-03-17,1291.25,1303.35,1278.88,1291.85,1267318,1636526.98,506069.31
2015-03-18,1295.48,1299.73,1275.85,1279.68,1255164,1607785.09,501299.88
2015-03-19,1288.0,1302.93,1284.05,1298.13,2448952,3179303.42,508527.5
2015-03-20,1298.0,1309.0,1289.43,1305.48,1963898,2561422.59,511406.78
2015-03-23,1308.0,1315.5,1303.0,1308.58,1566600,2049695.36,512621.16
2015-03-24,1315.0,1318.5,1291.05,1295.65,2394878,3134409.22,507557.94
2015-03-25,1295.7,1307.0,1272.6,1286.88,2224847,2864826.88,504120.41
2015-03-26,1276.65,1293.35,1250.5,1256.55,3091642,3919665.41,492240.91
2015-03-27,1265.5,1285.95,1252.05,1257.4,2751776,3490257.15,492573.88
2015-03-30,1262.5,1284.95,1260.0,1282.08,1338999,1704674.69,502240.06
2015-03-31,1284.73,1284.73,1260.5,1276.98,2427016,3092215.3,500242.19
2015-04-01,1279.0,1281.8,1261.13,1271.33,2075748,2634981.38,498028.88
2015-04-06,1279.0,1281.45,1250.05,1273.65,1568542,1985404.8,498939.66
2015-04-07,1281.23,1299.5,1272.0,1292.5,1886922,2426111.49,506323.94
2015-04-08,1297.0,1328.25,1295.43,1320.7,1652134,2174208.26,517371.03
2015-04-09,1329.5,1343.73,1317.58,1332.28,2544437,3382017.79,521905.41
2015-04-10,1324.25,1335.4,1314.0,1326.88,1815535,2404135.17,519790.0
2015-04-13,1332.0,1332.5,1314.0,1327.75,1308642,1734011.39,520132.78
2015-04-15,1327.35,1356.95,1304.7,1313.88,2913919,3855513.09,514697.38
2015-04-16,1313.48,1313.5,1285.68,1291.4,3217570,4166416.13,505893.03
2015-04-17,1278.55,1280.0,1235.0,1237.43,9668694,12064350.21,484748.88
2015-04-20,1240.03,1241.95,1212.43,1214.4,2890722,3525902.59,475729.06
2015-04-21,1214.4,1226.0,1200.5,1213.53,2546019,3094465.28,475386.28
2015-04-22,1215.75,1236.5,1203.78,1222.55,4186812,5083342.34,478921.75
2015-04-23,1236.0,1239.9,1215.85,1228.63,4342968,5343637.5,481301.56
2015-04-24,1227.65,1257.0,1223.78,1246.53,3625140,4510146.56,488313.69
2015-04-27,1249.75,1260.0,1243.0,1250.1,2733052,3418279.94,489714.16
2015-04-28,1255.0,1255.0,1227.55,1247.5,3088298,3825105.92,488695.66
2015-04-29,1242.0,1247.5,1225.53,1243.65,2019620,2496559.36,487187.44
2015-04-30,1240.0,1245.0,1213.55,1231.85,3738054,4599778.3,482564.91
2015-05-04,1245.5,1252.4,1228.6,1240.78,1890621,2340737.02,486061.19
2015-05-05,1250.5,1268.23,1250.0,1258.93,3255054,4099661.57,493171.28
2015-05-06,1257.5,1257.5,1227.9,1231.53,3394389,4189477.12,482437.59
2015-05-07,1232.45,1276.88,1226.85,1272.63,3205012,4042557.44,498538.13
2015-05-08,1280.0,1294.0,1258.15,1263.63,3003649,3832785.41,495012.47
2015-05-11,1267.5,1281.53,1262.5,1278.0,2573082,3280765.44,500643.72
2015-05-12,1280.0,1282.5,1256.5,1261.45,2467386,3114957.82,494160.41
2015-05-13,1273.5,1273.5,1240.23,1257.7,1863774,2339441.66,492691.41
2015-05-14,1260.0,1260.0,1242.5,1249.63,1309043,1633096.32,489528.09
2015-05-15,1257.5,1266.2,1250.5,1255.58,1461447,1835713.02,491858.94
2015-05-18,1257.05,1262.63,1248.55,1260.2,4507752,5646890.5,493670.75
2015-05-19,1259.7,1265.0,1248.38,1256.35,1957722,2458873.6,492162.56
2015-05-20,1260.0,1284.95,1258.45,1278.53,1897804,2419790.08,500849.38
2015-05-21,1278.5,1290.0,1274.08,1277.75,1579578,2026463.62,500545.78
2015-05-22,1275.0,1314.38,1269.63,1308.95,2691632,3491905.79,512768.06
2015-05-25,1310.0,1318.45,1292.85,1300.5,982978,1280833.54,509457.88
2015-05-26,1302.5,1311.63,1294.45,1304.43,1961730,2560241.15,510995.44
2015-05-27,1304.0,1316.58,1296.0,1307.63,1620682,2119662.46,512249.03
2015-05-28,1301.95,1311.5,1291.13,1304.75,2763608,3601809.66,511122.78
2015-05-29,1308.5,1324.3,1298.63,1305.15,4423532,5782695.42,511279.47
2015-06-01,1304.73,1323.55,1304.18,1308.88,882260,1156839.94,512738.69
2015-06-02,1308.0,1315.0,1295.25,1299.95,3935820,5127471.62,509242.41
2015-06-03,1302.0,1312.8,1295.25,1305.45,1804684,2356551.94,511396.97
2015-06-04,1308.55,1311.4,1294.25,1302.83,4131447,5384974.34,510368.66
2015-06-05,1296.0,1304.5,1285.0,1287.93,2308522,2982066.43,504531.75
2015-06-08,1295.0,1295.0,1280.83,1288.73,1570312,2022788.99,504845.13
2015-06-09,1292.5,1295.0,1275.5,1280.83,2578901,3319735.55,501750.38
2015-06-10,1283.0,1305.0,1281.9,1300.38,2763336,3573803.26,509408.91
2015-06-11,1302.75,1306.5,1278.38,1285.65,1847336,2387698.18,503640.53
2015-06-12,1285.95,1294.48,1238.4,1252.9,2571456,3248652.29,490811.06
2015-06-15,1252.65,1260.23,1240.5,1252.4,2525176,3160335.36,490615.19
2015-06-16,1250.0,1259.65,1247.23,1256.0,1267396,1591026.18,492025.44
2015-06-17,1260.5,1264.58,1250.9,1256.9,1975720,2485504.0,492378.0
2015-06-18,1257.5,1273.15,1254.0,1265.03,2165035,2742123.52,495560.88
2015-06-19,1267.5,1277.5,1263.55,1274.78,1999600,2546296.32,499380.38
2015-06-22,1273.5,1300.0,1273.5,1295.75,1102002,1425494.78,507597.13
2015-06-23,1300.0,1304.0,1283.6,1287.3,898318,1159740.03,504286.91
2015-06-24,1290.0,1293.95,1279.43,1285.15,1170246,1505651.71,503444.66
2015-06-25,1281.0,1286.5,1272.08,1275.0,1930992,2465682.18,499468.5
2015-06-26,1275.1,1298.18,1275.1,1296.4,1290102,1664112.38,507851.75
2015-06-29,1286.0,1302.0,1271.7,1296.45,1372756,1763768.19,507871.31
2015-06-30,1292.5,1294.38,1270.0,1275.48,1549944,1981634.3,499654.59
2015-07-01,1281.95,1304.0,1278.38,1296.55,1279708,1653643.78,507910.5
2015-07-02,1300.0,1301.48,1285.53,1288.88,1445873,1867939.58,504903.88
2015-07-03,1286.53,1305.0,1285.0,1301.95,963470,1250190.08,510025.88
2015-07-06,1290.15,1322.5,1290.15,1316.65,1182338,1544998.78,515784.47
2015-07-07,1316.38,1323.45,1301.5,1308.13,1642828,2158510.34,512444.88
2015-07-08,1298.98,1310.85,1290.25,1297.55,2667850,3463745.28,508302.25
2015-07-09,1297.5,1299.13,1253.33,1261.25,3934122,4997069.31,494082.09
2015-07-10,1279.5,1279.5,1227.5,1237.18,8263613,10285990.91,484650.94
2015-07-13,1237.7,1259.3,1237.7,1254.78,2280297,2852946.18,491545.56
2015-07-14,1255.5,1257.5,1245.0,1249.75,1703274,2128767.36,489577.06
2015-07-15,1250.5,1274.98,1250.0,1272.88,2003650,2539169.28,498636.06
2015-07-16,1271.85,1279.43,1263.3,1270.1,1456608,1852469.25,497548.97
2015-07-17,1273.4,1285.05,1271.65,1282.2,1070526,1369212.42,502289.03
2015-07-20,1282.0,1291.95,1275.95,1289.58,853782,1097773.95,505178.13
2015-07-21,1288.0,1300.18,1277.55,1280.7,1274500,1640874.75,501701.41
2015-07-22,1280.5,1284.5,1260.53,1264.03,1320621,1672180.22,495169.16
2015-07-23,1258.75,1268.93,1241.5,1244.3,1496780,1874916.48,487442.09
2015-07-24,1248.75,1258.25,1246.05,1252.58,1574964,1973508.48,490683.72
2015-07-27,1244.0,1252.5,1240.58,1248.53,2003728,2501578.5,489097.19
2015-07-28,1249.75,1259.5,1246.08,1251.03,1891179,2372947.97,490076.53
2015-07-29,1255.5,1257.53,1241.75,1253.38,2413306,3018671.62,490997.13
2015-07-30,1258.03,1258.4,1236.4,1240.33,2770560,3449782.78,485884.91
2015-07-31,1244.95,1259.5,1243.5,1255.38,1963766,2456907.01,491780.59
2015-08-03,1251.7,1262.5,1250.45,1254.8,1179324,1482492.03,491555.34
2015-08-04,1255.2,1261.5,1243.0,1254.45,2342692,2928737.02,491418.25
2015-08-05,1260.0,1275.0,1255.5,1273.58,988989,1255651.97,498910.28
2015-08-06,1282.5,1291.5,1275.05,1286.65,2211366,2837460.99,504032.28
2015-08-07,1286.5,1286.5,1273.5,1276.03,1188500,1520457.98,499870.03
2015-08-10,1286.0,1294.5,1278.3,1286.05,1431182,1843701.5,503797.22
2015-08-11,1289.0,1305.0,1271.05,1302.1,2200306,2855526.91,510084.66
2015-08-12,1301.55,1345.7,1301.0,1335.85,3479784,4625460.22,523305.88
2015-08-13,1335.0,1342.0,1278.0,1317.8,1406426,1865057.15,516234.97
2015-08-14,1319.0,1359.68,1318.55,1351.6,2293964,3084016.13,529475.75
2015-08-17,1345.05,1348.4,1327.5,1342.38,773640,1034207.81,525862.0
2015-08-18,1353.45,1374.95,1345.0,1370.45,1916926,2622984.7,536860.06
2015-08-19,1375.0,1376.43,1360.95,1366.8,1690070,2314600.45,535430.25
2015-08-20,1372.5,1372.5,1336.0,1343.43,2349286,3174771.71,526273.31
2015-08-21,1356.0,1364.95,1327.55,1338.08,3536062,4745943.55,524177.5
2015-08-24,1319.5,1322.5,1284.55,1289.33,4692321,6099928.06,505080.19
2015-08-25,1293.95,1311.0,1267.75,1283.58,3925780,5053751.3,502827.66
2015-08-26,1279.03,1319.5,1255.98,1288.38,3216142,4168033.28,504708.03
2015-08-27,1307.45,1307.45,1272.9,1287.33,5264772,6772916.22,504296.69
2015-08-28,1304.5,1304.5,1278.85,1285.43,2744138,3542585.09,503552.38
2015-08-31,1295.0,1295.0,1265.53,1282.03,3692026,4736944.64,502220.47
2015-09-01,1278.0,1305.6,1265.0,1268.7,2987602,3845789.44,497000.53
2015-09-02,1279.85,1310.23,1274.0,1295.9,3765950,4886522.88,507655.88
2015-09-03,1298.05,1307.5,1288.13,1302.8,2265074,2938659.58,510358.88
2015-09-04,1305.7,1307.45,1269.58,1273.73,2426384,3116652.03,498969.03
2015-09-07,1276.5,1279.98,1266.35,1269.88,1759175,2239883.26,497460.84
2015-09-08,1272.5,1282.05,1261.75,1270.15,1787746,2270899.97,497568.56
2015-09-09,1281.48,1287.0,1272.0,1274.88,2045066,2615692.03,499419.53
2015-09-10,1271.0,1289.25,1263.5,1272.7,2665818,3404019.71,498567.5
2015-09-11,1273.25,1284.2,1270.3,1276.0,1592672,2033516.67,499860.25
2015-09-14,1282.5,1282.5,1271.5,1275.83,1589310,2028750.21,499791.69
2015-09-15,1275.83,1279.45,1268.0,1273.8,1379900,1758583.94,498998.41
2015-09-16,1277.5,1282.5,1270.53,1275.18,1756807,2243276.03,499537.06
2015-09-18,1282.5,1293.0,1269.5,1275.63,2455282,3149141.25,499713.34
2015-09-21,1275.0,1278.55,1266.6,1275.53,1108834,1411429.76,499674.16
2015-09-22,1278.75,1286.2,1245.0,1263.4,2081246,2648536.32,494924.31
2015-09-23,1267.15,1278.88,1256.3,1266.33,1228346,1555931.65,496070.16
2015-09-24,1267.75,1295.0,1264.95,1290.2,2354254,3015562.75,505422.94
2015-09-28,1297.0,1309.5,1289.75,1296.85,2366812,3080820.74,508028.03
2015-09-29,1291.68,1317.0,1284.93,1294.13,3325935,4329946.11,506960.53
2015-09-30,1321.85,1321.85,1285.48,1294.03,3368319,4355227.14,506921.34
2015-10-01,1299.5,1324.98,1296.1,1322.3,2834408,3727914.24,517997.81
2015-10-05,1326.35,1385.0,1326.35,1355.83,4807282,6517248.51,534303.5
2015-10-06,1362.5,1363.0,1342.0,1350.0,3979590,5382189.57,532008.0
2015-10-07,1346.98,1358.5,1323.48,1326.98,2065520,2765730.82,522934.31
2015-10-08,1335.0,1339.18,1310.0,1316.9,2357550,3115049.47,518963.94
2015-10-09,1325.25,1325.3,1304.0,1314.83,2249713,2957073.41,518146.25
2015-10-12,1327.5,1330.18,1293.5,1296.3,2455912,3207625.47,510845.91
2015-10-13,1301.4,1306.0,1283.8,1299.28,6179681,8001536.0,512018.28
2015-10-14,1274.0,1274.0,1240.0,1241.85,8337128,10432220.16,489388.25
2015-10-15,1245.0,1251.75,1232.5,1233.88,3215694,3984511.74,486245.47
2015-10-16,1240.45,1246.0,1235.0,1236.88,2333816,2891451.65,487427.69
2015-10-19,1245.0,1247.48,1227.93,1244.38,3130626,3872449.79,490383.31
2015-10-20,1248.13,1265.0,1247.8,1263.38,2695071,3397089.79,497870.81
2015-10-21,1267.5,1271.0,1261.13,1265.0,1929688,2443449.09,498511.19
2015-10-23,1274.0,1274.0,1263.65,1268.58,2335386,2959713.54,499920.03
2015-10-26,1274.5,1274.5,1257.55,1268.28,1414623,1789621.76,499801.81
2015-10-27,1265.03,1272.45,1260.18,1265.55,1530420,1937067.39,498727.94
2015-10-28,1255.03,1266.78,1255.03,1264.55,1255342,1584311.81,498333.88
2015-10-29,1266.78,1267.7,1245.03,1247.68,3130300,3912986.37,491683.75
2015-10-30,1250.0,1255.95,1242.5,1247.6,1516696,1892786.94,491654.22
2015-11-02,1250.0,1261.4,1243.78,1258.68,1319287,1654368.77,496018.63
2015-11-03,1264.0,1273.9,1259.25,1271.73,1364899,1731303.04,501161.38
2015-11-04,1272.5,1273.6,1260.0,1266.9,991434,1255289.6,499259.94
2015-11-05,1265.4,1267.48,1240.0,1241.33,1596090,1992676.74,489181.38
2015-11-06,1246.0,1259.13,1241.73,1252.88,908019,1138452.61,493732.97
2015-11-09,1247.5,1251.38,1234.3,1235.68,2021546,2504589.57,486954.81
2015-11-10,1236.48,1238.5,1225.0,1229.08,1361913,1677407.74,484353.88
2015-11-11,1237.5,1237.5,1225.0,1234.4,135164,166754.98,486452.34
2015-11-13,1219.03,1219.03,1193.28,1198.7,2743232,3299155.2,472383.69
2015-11-16,1195.0,1195.0,1178.0,1187.3,2043528,2423237.63,467891.19
2015-11-17,1190.25,1199.23,1187.5,1195.28,1985018,2367988.99,471033.97
2015-11-18,1194.45,1194.45,1173.0,1175.73,1520344,1792717.06,463329.72
2015-11-19,1182.68,1190.8,1176.0,1181.28,1866897,2208680.7,465516.84
2015-11-20,1183.25,1211.78,1180.98,1199.18,2012116,2417790.46,472570.88
2015-11-23,1202.65,1206.7,1191.13,1195.53,1088077,1304405.38,471132.5
2015-11-24,1190.03,1196.23,1182.75,1183.98,998635,1187694.59,466580.88
2015-11-26,1188.95,1191.2,1168.93,1172.78,2915277,3433508.86,462167.16
2015-11-27,1174.0,1179.73,1166.25,1176.68,1737197,2040086.14,463704.09
2015-11-30,1182.5,1195.63,1175.08,1182.35,4100048,4848744.96,465940.5
2015-12-01,1181.45,1189.03,1178.53,1180.95,1721994,2035267.07,465388.78
2015-12-02,1189.0,1189.05,1173.25,1182.6,1640296,1937896.06,466039.0
2015-12-03,1180.0,1186.5,1173.5,1175.38,2283347,2690467.58,463191.78
2015-12-04,1170.0,1173.65,1160.55,1164.2,1246092,1451747.33,458787.94
2015-12-07,1166.1,1171.95,1157.63,1159.9,1382604,1605390.46,457093.38
2015-12-08,1159.7,1174.5,1158.65,1164.5,1139964,1329739.14,458906.16
2015-12-09,1168.95,1186.4,1160.0,1183.83,5282780,6236953.6,466521.75
2015-12-10,1184.5,1195.6,1176.0,1192.28,1723979,2047084.29,469851.72
2015-12-11,1191.5,1195.98,1181.63,1193.0,1652378,1969745.79,470137.44
2015-12-14,1167.6,1193.5,1165.3,1189.23,2718518,3214443.26,468649.78
2015-12-15,1189.23,1192.5,1181.53,1187.93,1135862,1348859.14,468137.47
2015-12-16,1192.0,1207.25,1192.0,1204.2,1435934,1724609.41,474551.13
2015-12-17,1207.5,1222.5,1196.68,1219.88,1618836,1957647.1,480728.34
2015-12-18,1210.0,1217.1,1200.33,1208.4,3024970,3654197.76,476206.28
2015-12-21,1209.98,1225.0,1203.43,1223.2,1610104,1954988.93,482038.66
2015-12-22,1220.0,1220.0,1200.0,1202.53,1560850,1883430.4,473891.06
2015-12-23,1207.5,1217.5,1205.28,1212.9,849834,1030449.34,477979.63
2015-12-24,1210.5,1219.1,1202.0,1217.13,843156,1021924.03,479644.63
2015-12-28,1214.0,1233.2,1210.1,1231.35,3704198,4546895.87,485250.41
2015-12-29,1229.18,1232.65,1222.88,1227.9,1708524,2094875.14,483890.84
2015-12-30,1226.53,1229.5,1206.15,1209.15,1605762,1960681.98,476501.84
2015-12-31,1207.88,1224.25,1203.75,1218.43,1240312,1506302.59,480156.91
2016-01-01,1219.5,1219.5,1206.13,1208.2,712262,863164.93,476127.47
2016-01-04,1205.08,1207.0,1183.03,1184.8,1870184,2227161.34,466905.97
2016-01-05,1192.5,1193.3,1170.5,1174.48,2678007,3151408.9,462837.13
2016-01-06,1175.1,1193.08,1175.1,1190.8,2653228,3149626.88,469270.47
2016-01-07,1185.0,1191.45,1180.0,1185.63,3199564,3787836.67,467231.09
2016-01-08,1192.5,1203.68,1186.25,1198.8,1907544,2285313.54,472423.09
2016-01-11,1191.25,1192.0,1174.43,1181.18,2930213,3460058.88,465477.44
2016-01-12,1181.35,1182.5,1150.8,1163.53,3482577,4049698.82,458521.94
2016-01-13,1158.5,1163.5,1127.55,1139.6,4746092,5419974.66,449093.56
2016-01-14,1136.5,1149.45,1125.0,1139.4,2742052,3126231.04,449014.75
2016-01-15,1144.43,1145.85,1127.5,1130.55,3269408,3707078.14,445527.13
2016-01-18,1131.0,1145.95,1130.0,1138.83,2213911,2525514.75,448788.16
2016-01-19,1138.5,1150.0,1134.15,1139.65,967910,1102089.98,449113.28
2016-01-20,1136.9,1142.5,1121.5,1140.05,1615954,1832751.62,449270.91
2016-01-21,1142.5,1144.95,1122.88,1127.25,2675536,3021715.71,444226.69
2016-01-22,1136.5,1151.03,1130.0,1147.88,1343171,1538122.11,452354.59
2016-01-25,1150.95,1169.5,1145.75,1152.33,1397553,1619518.21,454108.25
2016-01-27,1151.0,1164.98,1140.95,1159.88,1626978,1884648.83,457083.53
2016-01-28,1157.75,1174.45,1154.03,1165.6,3106660,3625794.82,459339.66
2016-01-29,1179.35,1200.0,1167.53,1195.65,2235744,2652057.86,471181.75
2016-02-01,1195.55,1206.48,1179.5,1201.35,1495274,1796523.78,473428.0
2016-02-02,1204.5,1216.5,1189.85,1199.05,1475588,1782175.49,472521.63
2016-02-03,1193.75,1214.95,1180.15,1208.15,1308692,1571995.78,476107.75
2016-02-04,1210.95,1220.0,1201.0,1210.03,1250040,1512552.45,476846.66
2016-02-05,1204.05,1219.98,1204.05,1210.98,1402989,1701826.43,477221.03
2016-02-08,1200.0,1206.03,1173.5,1181.48,1063653,1268416.64,465595.66
2016-02-09,1166.8,1166.8,1127.8,1140.7,2489610,2833977.86,449527.06
2016-02-10,1137.5,1144.95,1129.05,1134.4,1890732,2147378.3,447044.34
2016-02-11,1140.0,1144.5,1085.83,1098.98,1962398,2189332.22,433084.06
2016-02-12,1100.0,1121.7,1082.0,1113.3,2172568,2405540.61,438729.25
2016-02-15,1125.0,1153.43,1120.0,1134.58,2479700,2824480.26,447113.31
2016-02-16,1133.0,1141.0,1121.5,1132.78,1588694,1795456.13,446403.97
2016-02-17,1132.5,1139.83,1123.2,1137.78,1585170,1795454.85,448374.38
2016-02-18,1142.5,1159.88,1139.0,1157.93,1529132,1759338.62,456315.09
2016-02-19,1153.68,1163.5,1152.73,1159.83,879008,1018533.57,457063.84
2016-02-22,1160.13,1171.5,1152.5,1157.95,1324884,1543532.67,456324.94
2016-02-23,1155.13,1159.95,1128.38,1132.0,1306852,1488024.06,446098.56
2016-02-24,1131.23,1131.23,1100.6,1105.48,1659320,1850451.58,435645.59
2016-02-25,1109.9,1114.0,1092.83,1106.43,1830547,2018049.02,436019.97
2016-02-26,1114.85,1128.45,1099.8,1105.25,1537536,1705153.66,435556.91
2016-02-29,1118.5,1118.5,1057.5,1088.4,2191718,2394398.72,428916.66
2016-03-01,1096.5,1142.55,1081.0,1138.33,1999750,2257516.8,448591.13
2016-03-02,1152.5,1165.0,1128.13,1159.43,1527478,1748081.92,456906.19
2016-03-03,1168.0,1195.5,1150.5,1186.58,2648271,3120109.82,467605.47
2016-03-04,1190.0,1190.0,1174.78,1178.78,1512958,1787209.09,464531.66
2016-03-08,1171.05,1183.5,1152.1,1177.15,1268152,1485546.75,463891.28
2016-03-09,1170.5,1184.7,1147.58,1178.63,2017774,2347365.89,464472.53
2016-03-10,1178.03,1179.93,1157.48,1174.15,1661666,1935228.93,462709.03
2016-03-11,1170.0,1195.43,1167.5,1182.63,1530520,1813160.58,466048.88
2016-03-14,1181.0,1199.0,1170.0,1177.5,1636742,1932483.58,464029.19
2016-03-15,1174.53,1181.75,1160.05,1164.95,1623356,1893864.7,459083.5
2016-03-16,1157.5,1166.0,1153.45,1163.53,1918236,2225314.56,458521.94
2016-03-17,1167.0,1180.9,1166.0,1176.03,2221077,2607391.23,463447.94
2016-03-18,1180.0,1215.0,1180.0,1212.93,3204054,3858668.8,477989.47
2016-03-21,1213.0,1227.48,1210.0,1223.13,2336970,2844919.04,482009.09
2016-03-22,1221.0,1242.5,1218.25,1236.55,1951984,2397240.06,487299.63
2016-03-23,1243.95,1243.95,1228.65,1236.9,2278434,2817312.0,487437.56
2016-03-28,1245.5,1258.58,1230.78,1236.7,3320882,4114582.53,487358.75
2016-03-29,1239.0,1243.48,1227.5,1234.7,1838796,2273205.25,486570.59
2016-03-30,1235.45,1252.5,1230.0,1244.75,2136504,2660138.75,490531.09
2016-03-31,1239.15,1275.0,1236.08,1260.15,4363964,5477752.83,496599.91
2016-04-01,1252.5,1260.43,1217.05,1226.95,3041400,3753029.12,483516.47
2016-04-04,1228.0,1244.0,1223.5,1235.63,1752343,2157634.05,486935.09
2016-04-05,1235.4,1242.45,1221.03,1231.38,1491787,1834700.03,485260.25
2016-04-06,1235.0,1244.5,1229.68,1240.95,1763150,2184255.23,489033.59
2016-04-07,1240.0,1242.35,1228.5,1235.4,2390942,2953639.68,486846.44
2016-04-08,1233.0,1236.85,1213.5,1216.03,1399493,1706355.33,479211.13
2016-04-11,1216.5,1258.5,1206.5,1253.33,2400636,2948846.59,493910.31
2016-04-12,1249.0,1262.5,1244.05,1259.08,1303621,1631314.69,496176.28
2016-04-13,1265.0,1272.5,1256.25,1263.1,1601468,2021736.7,497762.44
2016-04-18,1226.5,1276.75,1220.0,1259.88,7121468,8886760.45,496491.53
2016-04-20,1267.45,1267.45,1220.0,1225.18,6404992,7916958.21,482816.97
2016-04-21,1225.5,1233.7,1206.1,1212.2,2525724,3081673.22,477703.78
2016-04-22,1209.5,1217.7,1202.1,1208.53,1964116,2376830.98,476255.53
2016-04-25,1201.15,1228.53,1201.15,1225.63,2267643,2768388.61,482994.31
2016-04-26,1224.5,1246.75,1221.0,1244.9,2554368,3159254.53,490590.19
2016-04-27,1240.0,1257.3,1237.95,1255.55,1848670,2312980.74,494787.13
2016-04-28,1250.65,1270.0,1249.05,1263.88,4992719,6306021.38,498067.88
2016-04-29,1258.5,1271.0,1255.0,1267.75,2372178,2999874.56,499594.91
2016-05-02,1264.5,1265.0,1250.0,1263.35,1116692,1404946.94,497860.97
2016-05-03,1262.5,1265.0,1236.0,1239.05,2153118,2687283.71,488284.81
2016-05-04,1236.95,1247.03,1228.5,1239.0,1364892,1687276.93,488265.13
2016-05-05,1239.0,1244.98,1231.78,1235.15,1246566,1541048.7,486747.91
2016-05-06,1232.5,1242.15,1215.5,1236.7,885598,1087778.69,487358.75
2016-05-09,1236.7,1259.0,1228.2,1256.28,1821267,2275885.31,495072.84
