Date,Open,High,Low,Close,Volume,Net Turnover,Market Cap
2015-10-05,586.5,594.68,581.0,590.88,6881702,4049050.37,271441.44
2015-10-06,593.53,596.28,574.05,577.3,8711880,5056463.87,265205.22
2015-10-07,578.0,584.38,564.23,566.6,9182488,5267146.24,260289.77
2015-10-08,568.2,574.8,563.03,566.08,9080794,5158746.11,260048.59
2015-10-09,568.0,586.45,568.0,583.7,11782138,6800309.76,268145.31
2015-10-12,599.5,609.9,554.5,561.45,30404970,17411497.98,257923.92
2015-10-13,553.73,555.5,542.6,549.7,15326862,8407859.71,252526.09
2015-10-14,545.73,557.78,543.6,548.8,8865510,4894628.86,252112.66
2015-10-15,549.95,552.18,544.55,548.68,8255591,4525182.46,252055.22
2015-10-16,549.5,550.7,545.0,547.45,6418992,3513918.98,251492.47
2015-10-19,551.0,558.0,550.25,555.98,7347428,4074985.73,255408.77
2015-10-20,556.5,565.0,555.3,562.98,8788232,4929630.72,258624.48
2015-10-21,562.5,573.43,562.5,569.2,7278098,4140724.74,261484.19
2015-10-23,570.9,576.5,562.55,574.95,6033362,3443080.7,264125.66
2015-10-26,577.0,579.25,571.58,576.08,3195914,1839079.3,264642.47
2015-10-27,575.0,577.5,572.05,574.7,5263748,3025971.46,264010.81
2015-10-28,572.25,579.0,569.5,576.6,5255472,3014378.5,264883.66
2015-10-29,576.55,577.95,568.03,572.53,5887272,3366420.22,263011.66
2015-10-30,572.5,572.5,565.0,567.73,4044640,2295389.95,260806.58
2015-11-02,565.0,567.9,557.05,565.6,3544988,1991855.1,259830.38
2015-11-03,566.7,575.23,566.7,572.75,3614682,2067599.1,263115.0
2015-11-04,575.05,578.8,566.15,568.4,3205572,1831716.99,261116.67
2015-11-05,571.48,572.5,559.7,561.45,2345306,1328964.22,257923.92
2015-11-06,561.5,571.95,561.45,569.15,3026172,1721665.54,261461.2
2015-11-09,560.0,570.0,557.6,567.3,6125676,3453897.22,260611.34
2015-11-10,563.75,563.75,550.05,551.93,4680010,2607306.5,253548.23
2015-11-11,559.0,559.0,551.5,553.8,707304,392348.1,254409.59
2015-11-13,549.98,553.0,545.0,550.4,3520868,1931991.81,252847.67
2015-11-16,541.83,547.0,533.6,540.1,6808334,3680672.51,248115.95
2015-11-17,540.0,541.45,526.0,530.75,7184106,3813081.6,243820.69
2015-11-18,520.5,522.58,505.63,510.0,10125252,5203187.2,234288.36
2015-11-19,515.13,526.0,511.9,523.9,8539622,4434439.17,240673.86
2015-11-20,524.0,531.6,521.03,526.2,6082978,3205219.84,241730.45
2015-11-23,525.0,531.2,519.0,526.85,5616350,2959155.97,242029.06
2015-11-24,525.0,525.4,518.5,520.58,4325760,2256779.01,239146.39
2015-11-26,520.48,529.75,520.03,526.2,9853968,5182136.83,241730.45
2015-11-27,529.0,535.0,522.5,533.18,5142430,2728062.72,244934.69
2015-11-30,535.0,549.15,528.1,543.95,18105534,9808155.65,249884.61
2015-12-01,544.0,547.5,536.48,539.5,5898550,3192356.86,247840.33
2015-12-02,539.98,539.98,529.5,530.35,6397616,3403928.83,243636.92
2015-12-03,530.5,532.4,524.53,528.88,5504674,2908624.13,242959.31
2015-12-04,524.5,532.45,520.05,524.53,8375450,4385928.7,240960.98
2015-12-07,527.65,529.5,520.0,523.13,4513827,2365448.19,240317.84
2015-12-08,522.53,531.38,519.65,522.2,5724372,3010683.65,239892.91
2015-12-09,521.5,523.48,511.28,514.1,6818254,3532487.42,236171.84
2015-12-10,518.3,525.8,515.15,523.68,5587693,2906945.28,240570.5
2015-12-11,527.0,530.95,522.95,526.4,5390198,2837606.91,241822.33
2015-12-14,524.75,536.58,524.03,534.75,4816672,2568018.43,245658.23
2015-12-15,536.63,539.55,529.4,538.78,5431757,2909926.14,247507.27
2015-12-16,541.7,549.0,541.7,547.93,5495802,3003094.02,251710.69
2015-12-17,550.0,554.9,544.0,553.55,4958782,2726907.14,254294.73
2015-12-18,551.7,551.7,539.73,541.58,7219753,3923650.82,248793.56
2015-12-21,538.5,553.7,532.98,551.73,4330973,2372706.82,253456.36
2015-12-22,548.73,548.73,540.05,541.88,4109216,2230938.88,248931.38
2015-12-23,547.53,551.25,543.53,550.43,2870902,1575200.26,252859.16
2015-12-24,551.03,552.23,545.05,548.18,1230043,673969.54,251825.53
2015-12-28,545.0,555.0,545.0,552.38,5526902,3055046.14,253754.95
2015-12-29,550.63,555.0,548.65,552.35,3345062,1846706.18,253743.48
2015-12-30,550.55,553.3,541.5,543.15,5153970,2820380.16,249517.09
2015-12-31,545.08,554.98,543.5,552.7,7943938,4377467.39,253904.27
2016-01-01,550.0,554.48,546.6,552.63,1806534,996433.28,253869.81
2016-01-04,549.98,551.23,538.03,539.45,3975362,2162230.78,247817.36
2016-01-05,542.75,542.75,531.13,537.03,4949740,2655975.42,246703.34
2016-01-06,537.33,537.33,529.45,534.68,5588276,2982910.21,245623.78
2016-01-07,530.03,533.95,523.95,525.4,5294088,2799255.81,241362.95
2016-01-08,530.75,533.7,527.75,531.65,3156716,1675522.05,244234.13
2016-01-11,528.15,534.98,526.05,527.85,5360622,2835019.52,242488.45
2016-01-12,531.0,531.48,515.43,524.98,6565149,3435500.03,241167.7
2016-01-13,528.5,545.5,524.05,541.7,8751294,4697626.11,248850.98
2016-01-14,533.0,577.5,527.18,566.5,30227006,17059827.71,260243.83
2016-01-15,574.0,582.0,568.78,569.95,13036614,7481937.41,261828.72
2016-01-18,569.95,581.05,564.18,565.95,10066612,5760833.54,259991.17
2016-01-19,567.5,579.48,564.28,569.83,7500370,4287225.34,261771.3
2016-01-20,567.0,580.0,558.5,560.63,7507931,4233996.03,257544.92
2016-01-21,567.5,571.25,561.0,568.53,6742941,3820774.66,261174.09
2016-01-22,574.05,576.25,565.5,568.13,6435961,3666879.74,260990.34
2016-01-25,570.13,573.43,562.28,568.83,4579222,2601551.87,261311.91
2016-01-27,573.23,574.8,567.5,569.25,6971962,3979041.79,261507.16
2016-01-28,568.0,571.3,563.1,564.8,7788598,4406764.54,259462.88
2016-01-29,569.0,585.0,565.8,582.45,10232108,5912064.51,267571.09
2016-02-01,585.0,589.95,580.8,586.68,4251090,2489417.73,269512.0
2016-02-02,588.43,595.0,582.0,587.78,7632637,4509511.68,270017.34
2016-02-03,583.9,587.95,576.38,578.85,5245966,3051257.86,265917.28
2016-02-04,580.03,597.48,580.03,589.88,5549299,3277919.23,270982.06
2016-02-05,587.75,593.33,585.93,587.35,3984224,2347916.29,269822.09
2016-02-08,581.88,586.1,571.9,575.4,4221044,2446636.03,264332.38
2016-02-09,564.15,564.15,546.75,553.83,7579504,4195709.18,254421.08
2016-02-10,554.0,563.75,552.5,554.28,5866001,3271248.9,254627.8
2016-02-11,555.5,556.5,535.58,539.33,5214330,2839987.97,247759.94
2016-02-12,547.35,552.2,533.5,542.33,7408028,4014409.22,249138.09
2016-02-15,548.13,550.1,543.3,545.88,5093431,2779457.28,250768.94
2016-02-16,543.5,546.38,536.85,539.58,5125401,2771671.81,247874.78
2016-02-17,540.88,551.5,538.5,548.93,4164560,2268104.7,252170.06
2016-02-18,550.0,563.5,550.0,561.7,4189072,2336317.7,258038.77
2016-02-19,559.6,567.1,556.93,563.63,3973983,2236825.34,258923.09
2016-02-22,565.5,566.98,557.03,563.33,3856976,2173092.86,258785.27
2016-02-23,565.13,566.25,558.03,561.95,2501960,1406896.0,258153.61
2016-02-24,559.75,571.88,559.18,562.68,4950670,2802937.09,258486.67
2016-02-25,562.7,565.3,550.55,555.15,4484528,2493709.82,255029.77
2016-02-26,560.08,566.0,558.0,560.58,4235598,2375336.96,257521.95
2016-02-29,564.75,565.2,534.15,542.03,8166001,4473469.44,249000.3
2016-03-01,547.4,565.15,547.4,562.73,6386097,3572794.37,258509.64
2016-03-02,568.53,581.75,562.5,578.0,7214898,4123873.28,265526.81
2016-03-03,584.0,596.43,577.0,584.65,5814304,3412892.42,268581.75
2016-03-04,587.8,592.5,579.55,585.33,4281644,2513300.48,268891.84
2016-03-08,581.5,595.25,573.7,581.73,7617681,4418218.5,267238.03
2016-03-09,572.5,591.88,571.48,589.25,6305782,3683322.62,270694.94
2016-03-10,581.45,581.45,569.68,571.25,24381016,14003426.3,262425.94
2016-03-11,573.1,577.98,569.1,571.5,4058548,2330755.84,262540.78
2016-03-14,573.0,577.13,569.25,570.6,4174262,2386845.95,262127.33
2016-03-15,572.0,577.25,564.48,567.2,6720258,3827756.03,260565.41
2016-03-16,570.95,577.5,565.78,576.23,5588801,3200980.74,264711.38
2016-03-17,578.45,584.88,577.03,580.88,6474566,3760788.74,266847.56
2016-03-18,581.4,599.5,581.0,596.7,8477422,5012256.77,274117.38
2016-03-21,594.0,599.5,590.03,597.45,5138392,3056912.38,274461.91
2016-03-22,595.63,597.0,586.0,594.98,7097890,4197665.28,273324.94
2016-03-23,595.0,605.35,591.05,603.9,6333176,3786937.86,277424.97
2016-03-28,616.2,618.5,597.88,602.45,10787510,6538591.74,276758.88
2016-03-29,599.5,609.45,595.78,598.63,6995298,4216417.28,275001.69
2016-03-30,598.8,605.0,597.78,602.98,5756770,3468574.72,277000.03
2016-03-31,605.13,614.95,600.15,609.15,17996320,10935518.21,279836.78
2016-04-01,608.0,611.1,597.55,602.73,5511382,3329331.97,276885.19
2016-04-04,606.78,624.0,606.78,621.85,4577054,2825238.02,285671.0
2016-04-05,621.0,621.15,607.0,609.9,4790716,2940055.3,280181.31
2016-04-06,614.0,614.0,598.0,600.35,4931354,2980355.33,275794.16
2016-04-07,604.2,604.2,587.5,590.75,5657890,3347681.54,271384.0
2016-04-08,587.93,588.75,581.03,582.88,4195542,2452392.7,267766.31
2016-04-11,582.9,593.38,575.55,591.95,5768678,3374830.34,271935.28
2016-04-12,590.25,597.45,589.3,591.1,5842138,3464293.12,271544.81
2016-04-13,597.48,597.48,583.18,586.35,12511386,7359084.54,269362.69
2016-04-18,625.0,633.95,616.75,619.35,25015990,15599650.82,284522.53
2016-04-20,622.0,623.23,612.9,621.8,8072848,4993801.22,285648.03
2016-04-21,625.5,625.5,609.05,613.15,5441100,3350409.73,281674.31
2016-04-22,613.15,614.25,603.5,605.63,5143895,3127365.38,278217.41
2016-04-25,606.03,612.4,600.55,607.93,5364090,3249112.83,279274.03
2016-04-26,607.73,619.78,604.3,616.08,5846697,3587319.55,283018.03
2016-04-27,614.6,621.18,614.28,620.08,4486172,2774491.65,284855.59
2016-04-28,615.5,619.8,603.5,604.58,12165067,7381519.36,277735.06
2016-04-29,605.73,611.78,602.5,604.05,5036410,3051020.54,277493.88
2016-05-02,605.0,605.58,598.08,600.53,3615220,2170885.38,275874.53
2016-05-03,601.38,606.1,585.9,588.9,6824810,4061149.7,270534.13
2016-05-04,590.5,596.5,585.33,594.43,5812793,3437484.29,273072.28
2016-05-05,597.58,599.5,590.55,596.23,6302615,3748759.04,273899.16
2016-05-06,594.9,594.9,588.53,590.75,2596720,1534551.81,271384.0
2016-05-09,591.0,600.78,590.3,599.53,5123635,3056124.16,275415.16
2016-05-10,601.25,608.33,598.3,606.4,3395704,2048735.49,278573.44
2016-05-11,599.25,607.35,596.25,600.93,3709857,2232783.1,276058.28
2016-05-12,601.95,606.5,598.4,605.0,3406932,2053842.3,277930.31
2016-05-13,603.0,605.0,596.08,603.63,5652017,3398141.95,277298.63
2016-05-16,605.1,611.83,602.5,607.5,4533878,2753623.55,279078.78
2016-05-17,610.0,612.88,604.08,607.13,3796263,2314345.47,278906.5
2016-05-18,599.5,607.0,598.95,604.93,4256561,2563260.42,277895.84
2016-05-19,605.48,608.08,600.5,602.88,3954367,2389258.5,276954.09
2016-05-20,602.5,609.75,600.0,600.8,3994548,2415192.58,276000.88
2016-05-23,601.7,602.58,592.5,594.0,4585946,2731935.74,272877.03
2016-05-24,595.53,595.88,588.8,593.88,3485031,2064534.66,272819.59
2016-05-25,597.05,606.55,597.05,604.33,3857364,2331455.49,277620.22
2016-05-26,605.05,619.9,605.05,617.08,6136386,3765768.7,283477.44
2016-05-27,615.8,629.75,615.8,623.75,6180764,3861555.46,286543.84
2016-05-30,620.75,636.0,620.75,633.8,5285700,3349159.42,291160.72
2016-05-31,632.5,633.38,619.5,624.33,13781928,8600491.01,286808.0
2016-06-01,623.03,634.25,623.0,629.1,4840534,3046672.64,289001.59
2016-06-02,627.5,637.45,627.0,630.78,5053512,3195178.75,289771.06
2016-06-03,630.03,639.65,630.03,633.45,3998380,2541822.46,290999.91
2016-06-06,632.45,638.5,630.55,633.38,4225735,2682362.11,290965.47
2016-06-07,633.5,636.25,627.55,628.7,5692420,3597199.36,288817.81
2016-06-08,631.98,631.98,617.68,619.05,8741370,5431892.48,284384.72
2016-06-09,613.13,613.13,590.03,592.75,12740804,7593381.38,272302.78
2016-06-10,587.7,595.0,585.05,590.3,6383956,3767482.37,271177.28
2016-06-13,588.4,592.45,583.0,590.45,5286722,3109855.49,271246.19
2016-06-14,591.2,591.2,583.63,587.5,2940728,1725136.26,269891.0
2016-06-15,591.85,596.33,589.53,594.98,6711516,3973610.75,273324.94
2016-06-16,594.75,594.75,585.05,593.0,5302564,3127476.99,272417.63
2016-06-17,594.5,596.38,587.55,589.75,8515082,5021828.61,270924.63
2016-06-20,590.5,605.9,589.85,604.38,6229514,3735847.68,277643.19
2016-06-21,605.6,607.4,597.83,603.05,4761724,2868013.82,277034.5
2016-06-22,602.0,605.98,594.08,599.75,3031258,1817988.74,275518.5
2016-06-23,598.65,607.43,596.68,605.8,3828626,2304105.73,278297.81
2016-06-24,594.0,599.5,580.0,597.28,7808283,4634322.43,274381.53
