Date,Open,High,Low,Close,Volume,Net Turnover,Market Cap
2015-02-18,202.35,204.15,201.09,202.72,9999229,2026211.2,291730.63
2015-02-19,203.91,204.06,199.55,202.81,9710081,1957949.7,291860.06
2015-02-20,201.28,201.45,195.9,196.3,19029676,3751837.44,282493.22
2015-02-23,195.59,197.12,190.46,191.43,14339931,2775838.98,275502.72
2015-02-24,192.06,192.64,188.19,189.19,20279212,3847076.1,272267.03
2015-02-25,190.84,192.57,189.1,189.57,15529111,2960207.36,272817.09
2015-02-26,190.23,191.11,188.1,189.31,21818012,4129095.17,272445.0
2015-02-27,190.56,193.58,189.89,192.36,18970889,3633641.47,276829.34
2015-02-28,193.99,195.25,190.34,194.51,9312718,1800926.85,279935.63
2015-03-02,195.38,196.84,192.36,194.31,14822910,2873565.18,279644.41
